Employee_ID,Age,Industry,Job_Role,Experience_Years,Company_Size,Remote_Work_Type,AI_Tools_Used,Daily_AI_Usage_Hours,Primary_AI_Tool,Tasks_Automated_Percent,Time_Saved_Per_Day_Minutes,Learning_Time_Per_Week_Hours,Meetings_Per_Day,Work_Hours_Per_Day,Job_Satisfaction,Productivity_Change,Salary_USD,Promotion_Last_Year,Fear_of_AI_Replacing_Job,Target
14417,42,Finance,Data Scientist,19,Small,Remote,2,1.9,Grok,40,116,0.0,2,7.0,Low,Increased,84902,Yes,Low,Low
14418,52,Marketing,Software Developer,6,MNC,Remote,3,4.2,Midjourney,61,101,1.9,2,9.1,Medium,Decreased,50148,Yes,High,High
14419,30,Finance,Manager,0,Large,Remote,2,3.0,Copilot,66,58,1.0,2,8.8,High,Decreased,37908,Yes,Low,Low
14420,42,Marketing,Data Analyst,3,Medium,Onsite,2,2.0,Copilot,33,133,3.6,2,8.9,Low,Decreased,44475,Yes,Low,Low
14421,40,Healthcare,Data Scientist,15,Small,Hybrid,1,0.4,Midjourney,71,43,2.2,6,6.6,Medium,Same,58508,No,Low,Low
14422,32,Healthcare,Software Engineer,7,MNC,Onsite,1,1.7,Grok,51,108,4.1,7,9.7,Medium,Same,48963,No,Medium,Low
14423,50,Education,Designer,5,Small,Hybrid,2,3.4,ChatGPT,52,3,0.9,4,9.1,Medium,Same,42716,Yes,Low,Low
14424,42,Tech,Consultant,20,Small,Remote,1,4.0,Midjourney,64,61,4.1,4,5.3,Low,Increased,74402,No,Medium,Low
14425,42,Healthcare,Consultant,4,Large,Remote,1,1.3,Copilot,79,62,4.8,1,6.9,Low,Decreased,48603,No,Medium,Low
14426,29,Marketing,Consultant,3,Small,Remote,0,1.1,ChatGPT,73,123,2.0,2,8.1,High,Same,37674,No,High,Low
14427,31,Tech,Consultant,5,Large,Remote,3,0.9,Grok,63,156,4.4,3,8.0,Low,Decreased,57143,Yes,Medium,Low
14428,34,Marketing,Software Developer,4,Large,Hybrid,2,5.0,Gemini,17,93,3.6,1,4.9,Medium,Same,46997,No,Low,Low
14429,39,Healthcare,Software Engineer,12,Medium,Remote,4,0.5,Copilot,37,59,5.9,7,5.8,High,Same,67298,Yes,High,Low
14430,32,Retail,Manager,7,Large,Onsite,1,2.9,Gemini,43,6,0.2,7,9.2,Low,Increased,46143,No,High,Low
14431,22,Marketing,Data Scientist,0,MNC,Onsite,0,3.4,Gemini,40,164,0.2,3,4.6,Medium,Decreased,30985,No,Medium,Low
14432,30,Finance,Consultant,5,Large,Remote,2,1.1,Gemini,28,117,2.0,5,9.2,Low,Decreased,57143,No,High,Low
14433,40,Education,Consultant,8,Medium,Hybrid,2,0.5,Gemini,68,175,0.4,5,7.5,Low,Same,55259,Yes,Low,Low
14434,26,Retail,Data Scientist,4,Medium,Hybrid,4,4.3,ChatGPT,71,174,4.2,4,6.6,Medium,Same,45990,Yes,Medium,High
14435,29,Marketing,Software Engineer,1,MNC,Remote,0,0.5,ChatGPT,11,152,1.0,3,7.1,Low,Increased,41090,No,Medium,Low
14436,47,Marketing,Software Developer,19,MNC,Onsite,0,4.5,Grok,62,83,5.4,6,9.4,High,Same,75664,No,Medium,Low
14437,54,Retail,HR,16,Medium,Remote,0,4.4,Grok,10,160,3.0,4,8.0,High,Increased,64648,No,High,Low
14438,44,Marketing,Data Scientist,9,Large,Hybrid,1,2.1,Grok,20,127,3.4,1,6.3,High,Decreased,51064,No,Low,Low
14439,27,Marketing,Consultant,3,Medium,Onsite,1,0.3,Claude,64,76,3.6,4,5.1,Medium,Decreased,38551,No,High,Low
14440,37,Education,Consultant,8,Large,Onsite,3,3.6,Grok,72,95,0.7,7,5.7,High,Decreased,57534,Yes,Low,Low
14441,38,Marketing,Manager,9,Large,Remote,1,2.0,ChatGPT,68,121,4.6,6,6.4,High,Same,50576,No,Low,Low
14442,29,Retail,Consultant,6,Small,Hybrid,0,3.7,Copilot,48,59,2.6,2,4.7,High,Decreased,56797,No,High,Low
14443,26,Finance,HR,0,MNC,Remote,0,2.2,Copilot,34,119,4.0,0,5.8,High,Same,31204,No,Low,Low
14444,44,Tech,Manager,1,Large,Remote,1,2.1,Gemini,30,111,3.7,4,8.9,Medium,Decreased,49086,No,Low,Low
14445,42,Education,HR,18,Large,Onsite,1,0.1,Claude,42,134,2.5,4,8.2,Low,Increased,66530,No,High,Low
14446,39,Finance,Manager,2,Small,Onsite,0,2.7,Claude,57,38,5.5,4,6.7,Low,Decreased,42338,No,Low,Low
14447,23,Retail,Manager,0,MNC,Hybrid,2,3.2,Claude,5,104,1.2,6,4.4,Low,Decreased,34620,No,High,Low
14448,43,Marketing,HR,6,Small,Onsite,4,2.3,Gemini,52,154,2.3,2,5.8,High,Increased,63483,Yes,Low,Low
14449,47,Healthcare,Data Analyst,7,Small,Onsite,4,4.7,Claude,35,165,2.8,3,7.2,Low,Increased,56628,Yes,Medium,Low
14450,53,Marketing,Designer,23,Large,Onsite,1,0.6,Gemini,26,49,3.0,4,4.8,Low,Increased,82750,No,Low,Low
14451,25,Education,Software Developer,0,Medium,Hybrid,1,0.2,ChatGPT,48,26,0.0,6,9.6,Low,Decreased,47264,No,Medium,Low
14452,52,Finance,Consultant,11,Medium,Remote,2,2.9,Copilot,77,99,2.5,7,9.3,Low,Same,65983,Yes,Medium,Low
14453,28,Marketing,Designer,0,Small,Onsite,1,4.7,ChatGPT,34,102,0.7,0,6.5,Medium,Increased,43193,No,Low,Low
14454,37,Finance,Software Engineer,4,Large,Hybrid,3,4.2,Copilot,38,7,0.7,2,8.9,High,Same,52521,Yes,Low,Low
14455,40,Finance,HR,3,Large,Onsite,2,1.0,Midjourney,65,134,5.2,3,5.0,Medium,Same,40794,Yes,High,Low
14456,53,Retail,Designer,12,Large,Remote,2,2.0,Gemini,48,139,0.4,5,7.8,High,Decreased,69057,Yes,High,Low
14457,28,Healthcare,Software Engineer,2,Large,Remote,1,1.3,Copilot,16,77,1.1,7,9.2,Low,Increased,46087,No,Low,Low
14458,28,Finance,Data Scientist,3,Medium,Hybrid,1,1.5,Copilot,39,1,0.8,4,4.7,Medium,Same,46543,No,High,Low
14459,32,Finance,Designer,1,MNC,Hybrid,0,3.0,Midjourney,54,138,2.8,5,8.0,Medium,Decreased,38466,No,Medium,High
14460,31,Healthcare,Software Engineer,2,Small,Remote,4,4.1,Grok,51,156,0.2,3,8.0,Low,Increased,43614,Yes,Medium,High
14461,50,Retail,Software Developer,24,MNC,Remote,3,1.8,Gemini,45,88,3.2,0,8.0,High,Increased,83441,Yes,High,Low
14462,27,Marketing,Data Analyst,0,Medium,Onsite,4,4.0,Claude,63,61,5.6,5,4.3,Medium,Decreased,52867,Yes,Medium,Low
14463,53,Retail,Designer,27,MNC,Remote,3,4.0,Gemini,24,117,3.6,3,7.0,High,Increased,95092,No,High,Low
14464,45,Education,Consultant,15,Large,Remote,3,2.8,Copilot,19,151,5.4,3,9.7,Low,Increased,64514,No,High,Low
14465,26,Education,Manager,0,MNC,Hybrid,0,3.5,ChatGPT,77,102,5.4,3,5.2,High,Same,39502,No,Medium,High
14466,23,Finance,Data Scientist,0,MNC,Onsite,3,3.0,Copilot,0,12,0.3,3,9.9,Low,Same,41253,No,Medium,Low
14467,52,Marketing,Software Developer,23,Large,Hybrid,3,2.8,Gemini,38,33,2.2,1,9.6,Low,Increased,86085,Yes,High,Low
14468,48,Retail,Software Engineer,5,Small,Onsite,4,0.6,Grok,17,75,2.0,4,6.9,Low,Same,50044,No,High,Low
14469,37,Finance,HR,10,Medium,Hybrid,3,0.8,Grok,18,162,3.6,6,8.8,Low,Same,58822,No,High,Low
14470,49,Finance,Consultant,18,Small,Remote,0,3.5,Copilot,24,4,1.7,5,6.1,High,Same,78238,No,High,Low
14471,24,Retail,Consultant,2,Small,Remote,3,1.6,ChatGPT,1,148,1.7,2,9.8,High,Increased,39521,No,High,Low
14472,28,Healthcare,Data Scientist,6,Large,Remote,4,0.8,Grok,47,57,1.4,7,9.4,Medium,Same,67775,Yes,High,Low
14473,22,Healthcare,Data Analyst,0,Medium,Remote,3,2.4,Midjourney,22,176,0.2,4,9.1,High,Same,42924,No,High,Low
14474,45,Healthcare,Manager,22,Small,Onsite,3,3.2,Copilot,7,178,5.2,0,8.3,Medium,Decreased,96096,No,High,Low
14475,40,Education,Data Analyst,5,Large,Remote,2,3.6,Grok,55,93,3.9,3,5.0,Low,Decreased,52137,Yes,Medium,Low
14476,40,Education,Manager,1,MNC,Onsite,0,4.0,Midjourney,57,59,4.8,3,8.0,Medium,Increased,38011,No,Medium,Low
14477,22,Education,Software Engineer,0,Small,Onsite,1,2.0,Copilot,27,102,3.9,3,9.6,Medium,Increased,29692,No,Low,Low
14478,26,Healthcare,Software Engineer,2,Large,Remote,0,4.5,ChatGPT,77,2,4.2,0,9.3,High,Increased,40386,No,Low,Low
14479,42,Marketing,Consultant,13,Large,Onsite,0,3.6,ChatGPT,7,25,2.2,7,9.3,High,Increased,51067,No,Low,Low
14480,53,Marketing,HR,21,Medium,Hybrid,2,4.7,ChatGPT,68,29,5.7,0,7.3,Low,Same,83333,Yes,Low,Low
14481,29,Education,HR,4,MNC,Hybrid,0,0.7,ChatGPT,25,146,2.5,0,9.6,High,Increased,50982,No,High,Low
14482,22,Healthcare,Software Engineer,0,Large,Remote,0,3.7,Claude,18,148,2.7,1,7.0,Medium,Same,29821,No,Medium,Low
14483,50,Finance,Software Engineer,19,Large,Remote,1,0.3,Claude,40,67,0.9,2,9.4,High,Increased,68653,No,Medium,Low
14484,30,Education,Data Analyst,3,MNC,Onsite,1,4.8,Midjourney,46,26,1.2,2,5.6,High,Increased,44041,No,Medium,Low
14485,49,Marketing,HR,8,Large,Onsite,2,3.2,ChatGPT,16,155,1.4,4,9.9,Low,Increased,52477,No,Medium,Low
14486,24,Retail,Software Developer,2,Small,Onsite,4,3.4,ChatGPT,10,130,5.6,6,8.9,Medium,Decreased,43556,No,High,Low
14487,46,Tech,HR,16,MNC,Remote,2,0.9,Grok,55,30,1.1,1,5.2,Low,Same,75779,Yes,High,Low
14488,23,Retail,Software Developer,0,Small,Onsite,0,3.6,Midjourney,63,20,5.1,1,5.9,Medium,Increased,37674,No,High,Low
14489,44,Marketing,Consultant,3,Large,Onsite,4,4.5,Claude,56,34,3.4,2,4.1,Medium,Increased,52032,Yes,Medium,Low
14490,51,Tech,HR,6,Large,Remote,1,4.2,ChatGPT,18,139,4.2,2,7.4,Medium,Increased,44684,No,High,Low
14491,38,Education,Consultant,15,Medium,Remote,3,0.8,Midjourney,8,64,2.4,7,4.4,High,Same,76859,No,Medium,Low
14492,39,Tech,Software Engineer,0,MNC,Remote,3,3.9,Midjourney,17,52,4.4,7,5.3,High,Increased,41071,No,High,Low
14493,37,Tech,Software Developer,14,Medium,Remote,2,3.0,ChatGPT,68,83,4.2,5,7.2,High,Same,59293,Yes,High,Low
14494,54,Tech,Software Engineer,19,Small,Hybrid,0,0.9,Gemini,18,85,3.5,6,9.4,Medium,Decreased,78260,No,Medium,Low
14495,34,Finance,Designer,10,MNC,Hybrid,2,1.6,Grok,10,30,1.7,4,4.2,High,Same,67394,No,Medium,Low
14496,26,Retail,Data Scientist,3,MNC,Onsite,2,1.7,Copilot,29,24,0.1,6,4.4,Low,Increased,47548,No,Medium,Low
14497,46,Healthcare,Data Scientist,20,Small,Remote,4,0.2,Gemini,36,172,3.0,3,8.1,High,Same,82478,Yes,High,Low
14498,40,Retail,Designer,7,Medium,Remote,2,2.8,Grok,20,126,0.5,3,8.1,Low,Same,49721,No,High,Low
14499,52,Marketing,Designer,9,Small,Onsite,0,1.1,Claude,65,103,3.0,6,8.6,Low,Same,53521,No,Low,Low
14500,49,Marketing,Consultant,19,Small,Onsite,4,3.9,Midjourney,9,8,5.3,3,8.4,Low,Increased,87993,No,Medium,Low
14501,30,Education,Manager,6,MNC,Remote,3,4.4,Claude,53,30,2.0,3,4.6,Low,Decreased,48405,Yes,High,Low
14502,50,Marketing,Software Developer,18,Small,Hybrid,1,0.1,Gemini,52,158,4.1,6,6.3,Low,Increased,78906,No,Medium,Low
14503,22,Tech,Manager,0,MNC,Onsite,4,2.0,Claude,57,28,1.9,2,10.0,Low,Same,56549,Yes,Low,Low
14504,28,Healthcare,Designer,4,Medium,Hybrid,1,3.2,Grok,19,105,1.8,0,5.2,High,Increased,45669,No,Low,Low
14505,44,Retail,HR,11,Medium,Onsite,1,0.7,Claude,28,9,5.6,2,5.1,Low,Increased,52138,No,Medium,Low
14506,42,Retail,Manager,20,Large,Onsite,3,4.9,ChatGPT,45,46,4.7,5,5.1,Low,Same,87169,Yes,Low,Low
14507,34,Tech,Data Scientist,5,Large,Onsite,3,0.8,Midjourney,7,12,2.8,7,6.0,Low,Increased,57014,No,Medium,Low
14508,36,Retail,Software Developer,0,Medium,Onsite,2,2.4,Gemini,5,0,2.7,1,8.7,Medium,Same,33503,No,Low,Low
14509,23,Finance,Consultant,1,MNC,Hybrid,1,4.8,Copilot,79,51,6.0,6,9.3,High,Decreased,42159,No,Low,Low
14510,54,Healthcare,Data Scientist,13,Medium,Onsite,2,0.8,ChatGPT,21,63,5.8,1,7.5,Medium,Decreased,58025,No,Medium,Low
14511,25,Tech,Designer,3,Large,Hybrid,1,2.2,Copilot,58,152,3.6,1,6.0,High,Same,53346,No,Low,Low
14512,34,Healthcare,Software Engineer,7,Large,Remote,3,3.2,Midjourney,33,108,3.2,6,5.3,High,Increased,64415,Yes,Low,Low
14513,46,Tech,Consultant,1,Medium,Remote,0,3.8,ChatGPT,79,31,2.1,6,9.5,Low,Same,35623,No,Low,Low
14514,40,Healthcare,Data Scientist,18,Medium,Remote,3,2.0,Grok,3,19,4.2,0,7.3,Medium,Increased,71927,No,Medium,Low
14515,28,Education,Data Scientist,5,Large,Onsite,3,2.7,Gemini,64,138,4.4,1,8.4,Low,Same,59134,Yes,Low,Low
14516,49,Finance,Consultant,19,Large,Hybrid,3,2.7,ChatGPT,61,142,4.1,6,9.7,Low,Increased,76733,Yes,Medium,Low
14517,25,Finance,Manager,2,Large,Hybrid,0,4.1,Copilot,38,75,5.7,6,5.3,Low,Decreased,35551,No,Medium,Low
14518,40,Retail,Consultant,14,Small,Onsite,1,3.8,Claude,42,36,0.2,5,7.4,Low,Same,73915,No,Low,Low
14519,32,Finance,Software Developer,8,MNC,Hybrid,3,2.3,Grok,40,31,2.9,5,6.5,Medium,Same,62651,Yes,Low,Low
14520,43,Marketing,Designer,7,MNC,Hybrid,1,2.9,Grok,33,6,0.7,6,9.5,High,Decreased,51000,No,High,Low
14521,39,Education,Software Developer,10,Medium,Hybrid,3,2.5,ChatGPT,69,66,4.9,6,9.4,Medium,Decreased,66444,Yes,Low,Low
14522,50,Finance,Data Scientist,9,MNC,Onsite,4,4.0,Midjourney,38,160,4.8,4,8.4,Low,Same,66291,Yes,Medium,Low
14523,32,Healthcare,Data Scientist,0,Small,Hybrid,0,0.2,Midjourney,41,12,1.5,1,8.2,Low,Same,30212,No,High,Low
14524,33,Finance,Data Analyst,2,Large,Hybrid,1,3.9,Grok,49,102,3.7,0,9.9,High,Increased,41992,No,Low,Low
14525,41,Marketing,Software Engineer,15,MNC,Onsite,0,4.6,ChatGPT,1,30,2.0,6,5.1,High,Same,72575,No,Low,Low
14526,42,Marketing,Data Scientist,19,Large,Onsite,4,2.3,Copilot,1,71,0.4,4,7.6,Low,Increased,78056,No,Low,Low
14527,51,Finance,Software Engineer,19,Medium,Remote,1,1.0,ChatGPT,2,114,3.9,2,5.4,Medium,Increased,75114,No,High,Low
14528,22,Retail,Consultant,0,Medium,Onsite,4,1.1,Claude,49,3,3.8,0,4.1,High,Same,37262,Yes,Medium,Low
14529,38,Finance,HR,7,Large,Hybrid,0,4.8,Copilot,27,144,5.1,6,7.7,Low,Increased,48970,No,High,Low
14530,24,Tech,Software Engineer,1,Large,Hybrid,3,2.0,Claude,13,72,0.6,2,9.7,Low,Increased,54490,No,Medium,Low
14531,30,Tech,HR,6,Small,Onsite,0,0.7,Copilot,26,13,3.9,4,8.7,High,Same,39401,No,Medium,Low
14532,53,Marketing,Data Scientist,31,Medium,Onsite,2,1.3,Copilot,16,48,1.7,5,6.9,Low,Same,110836,No,High,Low
14533,32,Retail,Designer,3,Medium,Remote,4,4.1,Copilot,26,42,2.5,1,6.1,Medium,Increased,52332,No,Low,Low
14534,51,Marketing,Consultant,9,MNC,Remote,0,0.8,Claude,23,178,5.4,6,7.0,High,Decreased,51784,No,High,Low
14535,50,Tech,Software Engineer,26,MNC,Remote,3,3.2,Claude,42,11,0.7,7,4.2,Low,Increased,87055,Yes,High,Low
14536,38,Retail,HR,7,Large,Onsite,0,1.5,Copilot,21,66,3.0,6,9.4,Low,Increased,48707,No,High,Low
14537,34,Education,Consultant,0,MNC,Hybrid,3,0.9,Copilot,49,49,5.1,1,8.2,High,Increased,47441,Yes,Medium,Low
14538,34,Marketing,Software Engineer,9,Small,Hybrid,1,4.0,ChatGPT,18,35,1.9,7,7.3,Low,Decreased,51497,No,Medium,Low
14539,39,Retail,Data Scientist,1,Medium,Remote,3,2.8,Grok,56,144,4.8,7,7.1,High,Decreased,37803,Yes,Medium,Low
14540,44,Finance,Data Analyst,22,Large,Hybrid,1,4.5,Copilot,62,64,0.1,6,9.7,Low,Same,83081,No,High,Low
14541,24,Healthcare,Data Scientist,2,Large,Onsite,0,3.0,ChatGPT,26,7,3.0,7,8.5,Low,Increased,29702,No,Low,Low
14542,28,Healthcare,Data Analyst,2,Large,Remote,3,0.0,Gemini,61,129,5.0,0,9.9,Medium,Decreased,45868,Yes,High,Low
14543,26,Healthcare,Manager,1,Small,Onsite,4,2.1,ChatGPT,51,136,4.5,2,7.7,Medium,Decreased,50969,Yes,Medium,Low
14544,25,Finance,Consultant,2,MNC,Hybrid,3,3.3,Claude,59,129,3.1,1,5.0,High,Same,40483,Yes,High,High
14545,49,Finance,Data Analyst,15,Small,Hybrid,4,4.6,Claude,18,43,2.4,4,8.2,Low,Increased,80223,No,Medium,Low
14546,36,Retail,HR,7,MNC,Onsite,0,4.8,Grok,57,178,5.3,4,5.6,Low,Increased,50655,No,Medium,High
14547,44,Finance,Designer,14,Medium,Remote,4,0.3,Copilot,2,85,1.8,3,7.3,Medium,Same,67642,No,Medium,Low
14548,50,Retail,Manager,16,Small,Remote,3,2.6,Copilot,17,86,5.0,4,9.8,Medium,Increased,79273,No,Medium,Low
14549,45,Education,Software Engineer,23,MNC,Onsite,3,3.6,Copilot,56,68,4.2,0,8.0,Low,Same,92500,Yes,High,Low
14550,26,Retail,Software Developer,1,Small,Hybrid,3,0.1,Copilot,20,132,5.5,6,6.4,Low,Increased,49888,No,High,Low
14551,52,Marketing,Designer,7,MNC,Onsite,3,5.0,Claude,4,101,4.5,1,6.8,Low,Increased,48916,No,Low,Low
14552,23,Marketing,Designer,1,Medium,Remote,3,2.0,Copilot,68,0,3.0,1,7.4,Low,Increased,46431,Yes,Low,Low
14553,36,Tech,Software Developer,12,Medium,Onsite,1,2.2,Claude,43,116,5.7,4,8.1,Low,Same,62321,No,Medium,Low
14554,31,Tech,Software Developer,0,Large,Remote,0,4.8,Gemini,66,122,4.2,5,7.7,Low,Same,32522,No,Low,High
14555,24,Education,Data Scientist,0,Small,Onsite,0,0.1,ChatGPT,14,101,3.5,2,4.0,Medium,Increased,33169,No,Low,Low
14556,34,Tech,Data Scientist,8,Small,Hybrid,4,1.5,ChatGPT,36,170,0.4,0,4.4,Low,Same,63498,Yes,Medium,Low
14557,28,Retail,Software Developer,5,Small,Onsite,1,1.8,Grok,78,95,0.9,2,9.7,High,Increased,46785,No,Medium,Low
14558,22,Healthcare,Data Scientist,0,MNC,Remote,0,4.4,Claude,38,168,3.9,6,7.7,Low,Increased,41317,No,High,Low
14559,40,Healthcare,Manager,15,Small,Onsite,3,3.0,ChatGPT,58,163,2.0,6,7.4,Medium,Same,73224,Yes,High,High
14560,40,Healthcare,Data Scientist,5,Large,Remote,0,1.8,Midjourney,59,3,5.5,5,4.9,Medium,Decreased,54736,No,High,Low
14561,49,Finance,Manager,12,Medium,Onsite,3,2.7,Midjourney,59,14,1.2,7,4.3,Medium,Decreased,71316,Yes,Low,Low
14562,29,Finance,Consultant,3,Large,Onsite,0,1.6,Grok,68,91,0.3,1,5.6,Medium,Decreased,50561,No,High,Low
14563,39,Education,Consultant,10,Medium,Onsite,2,4.5,Copilot,23,85,0.1,7,6.7,High,Decreased,51696,No,Low,Low
14564,51,Education,Designer,15,Large,Onsite,4,0.8,Grok,70,159,1.6,6,4.1,Medium,Decreased,83474,Yes,Medium,Low
14565,26,Finance,HR,4,Small,Hybrid,1,3.9,ChatGPT,72,24,1.9,4,5.9,Medium,Increased,50016,No,Medium,Low
14566,25,Retail,Consultant,2,Medium,Onsite,0,0.6,Claude,14,66,1.6,1,5.4,High,Decreased,34383,No,Low,Low
14567,37,Finance,Consultant,7,Medium,Hybrid,3,4.7,Claude,29,159,5.2,6,7.2,High,Same,62936,No,Medium,Low
14568,23,Finance,Software Engineer,1,Small,Remote,3,1.2,Midjourney,66,30,2.9,1,4.8,Low,Decreased,52229,Yes,Medium,Low
14569,49,Retail,Manager,16,MNC,Hybrid,2,3.0,Copilot,45,37,5.9,7,5.2,Medium,Increased,81798,Yes,Medium,Low
14570,28,Healthcare,Manager,1,Large,Hybrid,1,3.7,Grok,34,7,4.6,6,8.7,High,Increased,48452,No,Low,Low
14571,48,Finance,Manager,6,Medium,Remote,2,3.4,Midjourney,71,77,1.0,0,9.1,Low,Same,49755,Yes,Low,Low
14572,45,Healthcare,Designer,9,Small,Remote,1,2.2,ChatGPT,42,155,0.9,5,9.5,High,Same,62075,No,Medium,Low
14573,51,Healthcare,Data Scientist,8,MNC,Hybrid,2,4.7,Grok,38,3,0.6,3,7.1,Medium,Decreased,63436,Yes,Medium,Low
14574,37,Marketing,Data Analyst,9,Medium,Remote,1,0.8,Midjourney,71,46,1.4,5,4.8,Medium,Same,64226,No,Low,Low
14575,43,Tech,Software Developer,5,Large,Hybrid,1,0.5,Grok,43,84,3.6,3,7.0,High,Increased,41105,No,High,Low
14576,49,Tech,Software Developer,1,Large,Hybrid,0,4.0,Claude,25,81,1.4,1,8.0,Low,Increased,35589,No,High,Low
14577,29,Education,Data Scientist,1,Large,Remote,4,4.4,ChatGPT,35,179,6.0,3,8.1,Medium,Decreased,49987,Yes,Low,Low
14578,35,Healthcare,Consultant,12,MNC,Hybrid,2,3.6,Claude,61,68,0.9,1,4.8,Medium,Increased,69037,Yes,High,Low
14579,38,Marketing,Data Scientist,0,Large,Remote,2,1.0,ChatGPT,54,142,3.2,6,7.7,Low,Increased,37034,Yes,Low,Low
14580,49,Education,Consultant,17,Large,Remote,4,0.7,Midjourney,12,166,0.6,4,6.3,Medium,Decreased,74872,No,High,Low
14581,52,Education,Data Scientist,30,MNC,Remote,1,0.4,Copilot,64,89,3.5,7,9.6,Low,Increased,92408,No,Low,Low
14582,41,Tech,Data Analyst,16,Small,Onsite,4,0.7,Copilot,21,8,0.6,2,6.9,Medium,Decreased,73599,No,Low,Low
14583,52,Healthcare,Software Developer,2,Large,Onsite,4,4.6,Midjourney,47,22,2.8,6,6.5,High,Decreased,56340,Yes,Medium,Low
14584,35,Healthcare,HR,13,MNC,Onsite,4,0.2,Gemini,18,134,5.2,6,7.8,Low,Decreased,68937,No,Low,Low
14585,32,Tech,HR,8,Large,Remote,3,4.5,ChatGPT,54,73,2.4,4,9.7,Medium,Decreased,52404,Yes,Medium,Low
14586,42,Tech,Software Engineer,16,Small,Hybrid,0,2.3,Midjourney,27,42,1.2,6,4.8,Low,Increased,65888,No,High,Low
14587,38,Healthcare,Software Engineer,13,Medium,Remote,2,2.3,Gemini,46,139,3.6,5,5.2,Medium,Increased,57015,Yes,Low,Low
14588,46,Healthcare,Software Engineer,2,Medium,Hybrid,1,4.8,Grok,4,83,5.9,7,5.3,Medium,Increased,36886,No,Low,Low
14589,31,Tech,Consultant,2,Medium,Hybrid,0,4.2,ChatGPT,37,122,5.2,4,7.5,High,Decreased,36659,No,Medium,Low
14590,28,Education,HR,4,Small,Hybrid,3,4.5,ChatGPT,8,46,0.6,2,4.9,High,Increased,43825,No,Low,Low
14591,40,Education,Software Engineer,7,Medium,Onsite,1,5.0,Midjourney,6,117,4.0,4,4.5,High,Decreased,56678,No,Medium,Low
14592,47,Marketing,Software Developer,24,Large,Hybrid,4,0.4,Claude,63,155,3.2,3,6.7,Medium,Same,93508,Yes,High,Low
14593,31,Healthcare,HR,9,Small,Hybrid,1,2.4,Grok,79,167,4.0,4,4.9,Medium,Increased,52156,No,High,Low
14594,47,Education,Designer,25,Medium,Onsite,2,2.7,Gemini,3,51,5.7,0,5.1,High,Same,92820,No,Medium,Low
14595,43,Finance,Manager,13,Large,Hybrid,2,4.7,Copilot,1,120,5.9,7,4.7,Medium,Increased,65112,No,Medium,Low
14596,48,Tech,Manager,19,Medium,Hybrid,4,0.4,ChatGPT,21,98,1.4,4,5.4,Medium,Same,94967,No,Low,Low
14597,48,Healthcare,Data Scientist,14,Medium,Hybrid,2,5.0,Midjourney,11,109,0.5,0,5.2,Low,Increased,71385,No,High,Low
14598,37,Healthcare,Data Scientist,3,Large,Hybrid,0,4.3,Copilot,24,109,0.5,0,6.9,Medium,Increased,35861,No,Medium,Low
14599,33,Education,Software Engineer,5,MNC,Remote,0,2.0,Copilot,54,2,2.9,7,6.9,High,Increased,37361,No,High,Low
14600,34,Retail,Manager,4,Medium,Hybrid,0,3.4,Grok,61,96,1.4,0,7.1,High,Decreased,45789,No,High,Low
14601,45,Retail,Designer,12,MNC,Onsite,3,4.3,Gemini,72,115,0.3,4,7.3,High,Same,71779,Yes,Low,High
14602,39,Marketing,Software Developer,10,MNC,Remote,2,3.5,Copilot,78,56,5.2,6,6.3,High,Increased,69301,Yes,Medium,Low
14603,41,Education,Manager,11,Medium,Onsite,1,0.3,Gemini,45,13,0.1,2,5.9,Medium,Same,59524,No,High,Low
14604,51,Healthcare,Data Analyst,17,Large,Onsite,2,4.7,Copilot,1,115,1.5,6,7.5,Low,Increased,81480,No,High,Low
14605,24,Education,Designer,0,MNC,Hybrid,1,2.8,Copilot,4,179,2.5,0,8.3,Medium,Decreased,36505,No,Medium,Low
14606,51,Tech,Designer,17,MNC,Onsite,4,0.5,ChatGPT,54,73,0.5,5,5.6,High,Increased,90359,Yes,Medium,Low
14607,51,Marketing,HR,8,Large,Remote,1,2.8,Claude,75,119,4.8,6,9.1,High,Same,47116,No,Medium,Low
14608,25,Retail,Software Engineer,1,MNC,Remote,1,1.7,Gemini,15,97,2.9,1,8.0,High,Increased,47823,No,High,Low
14609,46,Finance,Software Developer,21,MNC,Remote,1,1.0,Claude,79,178,4.3,4,8.9,High,Same,74743,No,High,Low
14610,22,Marketing,Data Analyst,0,MNC,Hybrid,3,1.6,Claude,64,123,5.2,0,6.7,High,Decreased,47705,Yes,Medium,Low
14611,38,Retail,Software Developer,13,MNC,Remote,3,2.0,ChatGPT,17,166,1.7,4,8.3,Medium,Same,61300,No,High,Low
14612,34,Finance,Consultant,4,Small,Onsite,4,0.8,Grok,8,44,5.7,0,6.0,High,Decreased,47069,No,Low,Low
14613,25,Finance,Data Analyst,2,Large,Onsite,3,4.6,ChatGPT,15,14,3.3,6,6.1,High,Same,56336,No,Medium,Low
14614,29,Finance,Software Developer,0,Small,Remote,3,3.8,Claude,76,32,1.3,6,6.3,Low,Decreased,41341,Yes,High,Low
14615,33,Retail,Consultant,4,MNC,Remote,0,0.1,Gemini,28,86,3.4,6,7.7,Low,Same,42639,No,Low,Low
